"2020Apple iPad Pro (11-inch, Wi-Fi, 128GB) - Space Gray (Renewed)",$,4.5 out of 5 stars,478 global ratings,"The 11"" touch screen LED-backlit display and 2388 x 1668 resolution will have playing all day!,The 11"" touch screen LED-backlit display and 2388 x 1668 resolution will have playing all day!,Lighten your load with this light weight tablet and entertain your down time with its long lasting battery."
"Apple iPad (5thGEneration) Wi-Fi, 128GB - Space Gray (Renewed)",$201.00,4.6 out of 5 stars,"2,862 global ratings","IOS 11 Operating System; A9 Chip with 64-bit architecture and embedded M9 coprocessor,9.7-inch (diagonal) LED-backlit Multi-Touch Retina Display with IPS Technology (2048 x 1536 Resolution at 264 ppi) with Fingerprint-Resistant Oleophobic Coating,8 Megapixel Camera with Autofocus, Backside Illumination and Panorama (up to 43MP),Wi-Fi and Bluetooth 4.2 Technology, FaceTime HD Camera, and Four-Speaker Audio"
"Tablet 10.1 inch Android 11 Tablet 2023 Latest Update Octa-Core Processor with 64GB Storage, Dual 13MP+5MP Camera, WiFi, Bluetooth, GPS, 128GB Expand Support, IPS Full HD Display (Black)",$,4.3 out of 5 stars,"2,575 global ratings","【SUPERIOR WATCHING EXPERIENCE】FEONAL Tablet is powered by Octa-Core Processor. 2023 newest Android 11 tablet provides + 40% faster processing speed than regular Quad-Core. 10.1-inch Tablet screen size with 1920x1200 resolution support, perfect for home entertainment and office.,【BIGGER THAN BIGGER】The tablet has 4GB RAM, 64GB internal storage and expandable storage up to 128 GB. The GMS Certified latest Android Tablet, with basic Google apps already on and without bloatware. Get rid of unexpected ads and download apps from Google Play, such as SKYGO, NetFlix, YouTube and more.,【LONG LASTING BATTERY】Equipped with a long-lasting and environmentally compliant 6000 mAh battery, this 10-inch tablet will effortlessly provide you with up to 8 hours of support for reading, browsing, watching movies and playing games. The long-lasting battery life and lightweight design allow you to enjoy your tablet anywhere, anytime.,【DUAL CAMERAS AND SPEAKERS】With front 5 MP & Rear 13 MP dual cameras, which would bring your excellent photos and clear video chats. Dual speakers are designed to provide high-quality and powerful sound for your favorite music, games and videos.,【IDEAL CHOICE FOR GIFT】FEONAL 10'' Android Tablet is definitely the best choice for Christmas or Valentine's Day. We provide professional tablet for 5 years with considerate service, please feel free to contact our customer service if you have any problems."
"Apple iPad Pro 10.5in with ( Wi-Fi + Cellular ) - 64GB, Rose Gold (Renewed)",$,4.3 out of 5 stars,129 global ratings,"Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty.,10.5 inch Retina Display, 2224 x 1668 Resolution, Wide Color and True Tone Display,Apple iOS 10, A10X Fusion chip with 64-bit architecture Embedded M10 coprocessor,4G LTE UNLOCKED, 802.11ac Wi-Fi, Rear 12MP iSight Camera; Front 7MP FaceTime HD Camera,Up to 10 Hours of Battery Life"
"2022 Apple iPad Pro (12.9-inch, Wi-Fi, 256GB) - Space Gray (Renewed)",$949.00,4.6 out of 5 stars,13 global ratings,"Brilliant 12.9-inch Liquid Retina XDR display with ProMotion, True Tone, and P3 wide color - Go far with all-day battery life,Apple M2 chip with 8-core CPU and 10-core GPU - Stay connected with ultrafast Wi-Fi 6E and 5G cellular models available,12MP Ultra Wide front camera with Center Stage, 10MP Ultra Wide back camera, and LiDAR Scanner for immersive AR,iPadOS 16 makes your new iPad even more capable with powerful newly created productivity and collaboration features,USB-C connector supports Thunderbolt/USB 4 - Works with Apple Pencil (2nd gen) & Magic Keyboard/Smart Keyboard Folio"
"2023 Newest Tablet with Keyboard, 10 inch 2 in 1 Tablets, Android 11 OS Quad-Core Processor, 64GB ROM+4GB RAM+1TB Expend Tablet PC, Case/Mouse/Stylus/8MP Camera/6000mAh Battery/1280x800 HD Display",$,3.9 out of 5 stars,132 global ratings,"【2023 Newest Tablet with keyboard】 The portable tablet has a 2-in-1 working mode, you can use the bluetooth function to connect the keyboard, mouse, come with a foldable protective case stylus, and film, you can flexibly turn the tablet into a laptop mode or computer mode for different use, edit your papers, emails, ppts comfortably.,【Upgraded to 64GB ROM Storage】The latest Android 11 system, 1.8Ghz Quad-core processor, 4GB RAM+64GB ROM (1TB Expandable), ensure the android tablet pc running faster, stable, enough memory allows you to store more favorite e-books, movies, music, pictures, videos, games.,【High Definition Dual Cameras】IWEGGO 10 inch tablet computer has ultra-thin metal body, 1280x800 FHD IPS screen, presenting a vivid, colorful and dazzling visual experience. The cheap android 11 tablet with rear 8mp autofocus camera + front 5mp wide-angle lens for easy shooting of high-definition photos and videos.,【Fast connection 2.4G/5G/WiFi 6 Tablet】 Ultra-fast 2.4Ghz / 5Ghz Wi-Fi 6 and Bluetooth 5.0 technology provide more convenience. This version has passed GMS certification, you can download thousands of apps, such as YouTube, Netflix, large-scale games, Google maps, office software, etc.,【Large battery with low power consumption】 The android 11 tablets pc 6000mAh lithium polymer battery and low power CPU, it can be easily used at home or on the go. Enjoy watching TV, surfing the Internet, listening to music, shopping and other functions. It is a good companion for your entertainment and the best gift for all kinds of festivals and birthdays."
"SAMSUNG Galaxy Tab S6 Lite 10.4"" 64GB Android Tablet, S Pen Included, Slim Metal Design, AKG Dual Speakers, Long Lasting Battery, US Version, 2020, Oxford Gray",$,4.7 out of 5 stars,"2,325 global ratings","S PEN INCLUDED: Unleash your creativity and never miss a note with S Pen; Use for drawing, jot notes, edit photos, and convert your handwritten notes to text; Plus, S Pen attaches magnetically right to your tablet so it’s always ready to go,ENTERTAINMENT READY: The shows and games you love look epic with Galaxy Tab S6 Lite; Never miss a second of gaming action with our latest processor and see every detail with a crystal-clear screen; Dolby Atmos surround sound draws you into the experience,LONG LASTING BATTERY: Go ahead: crush your favorite shows for hours, then head to work for a full day of meetings; This battery will keep up – going up to 13 hours* on a single charge,SLIM METAL DESIGN: The slim and lightweight build slips right into your bag, making it easy to take everywhere; Make the sleek, stylish frame all your own and choose from distinctive, expressive colors to show the world your personality and style,MULTI DEVICE CONNECTIVITY: Own your work and play with Galaxy connectivity; Get more done on an expanded workstation that lets you hand off content between your devices and open multiple windows on your tablet,DeX EXPERIENCE: Get more done each day by turning your Galaxy devices into an expanded desktop workstation; Send multiple windows to the devices of your choice and control them all from your Galaxy Tab S6 Lite like a boss**,CONNECT & CAPTURE: Interact with the world through the Galaxy Tab S6 Lite; The 8MP rear camera is equipped with autofocus—ideal for recording, capturing and sharing everything; Video chat with friends and family on the 5MP front-facing camera,TAKE THE VIEW WITH YOU: With the Samsung Smart View app, you can send content from your tablet to a nearby Samsung TV*** to enjoy on the big screen; If you step away from the TV, take the action with you and continue watching from your tablet,ROOM FOR EVERYTHING: Store all of your content with built-in 64GB / 128GB internal memory. Expand your storage space anytime up to 1TB with a microSD card****,YOUR WORLD AT A GLANCE: Your tablet screen works for you, even when it’s charging; Choose between different board functions to show your weekly calendar or the weather on your lock screen"
Apple iPad Air 2 16GB Gold Wi-Fi MH0W2HC/A (Refurbished),$133.00,1.0 out of 5 stars,1 global rating,"This Certified Refurbished product is tested and certified to look and work like new. The refurbishing process includes functionality testing, basic cleaning, inspection, and repackaging. The product ships with all relevant accessories, a minimum 90-day warranty, and may arrive in a generic box."
"Apple iPad 9.7in 6th Generation WiFi + Cellular (32GB, Silver) (Renewed)",$192.98,4.5 out of 5 stars,176 global ratings,"9.7"" Multi-Touch Retina Display 2048 x 1536 Screen Resolution (264 ppi),Apple A10 Fusion SoC and M10 Coprocessor 4G LTE | 802.11ac Wi-Fi | Bluetooth 4.6,Front 1.2MP FaceTime HD Camera Rear 8MP Camera,Apple Pencil Support Night Shift | Touch ID Sensor"
"Apple iPad Mini 4, 128GB, Space Gray - WiFi (Renewed)",$219.00,4.4 out of 5 stars,"2,217 global ratings","Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty.,7.9"" Retina Display, 2048 x 1536 Resolution,Apple iOS 9, Dual-Core A8 Chip with Quad-Core Graphics,8 MP iSight Camera, 1080p HD Video Recording"
Apple iPad Air 2 16GB Gold Wi-Fi MH0W2HC/A (Refurbished),$133.00,1.0 out of 5 stars,1 global rating,"This Certified Refurbished product is tested and certified to look and work like new. The refurbishing process includes functionality testing, basic cleaning, inspection, and repackaging. The product ships with all relevant accessories, a minimum 90-day warranty, and may arrive in a generic box."
"Apple iPad 9.7in with WiFi, 32GB 2017 Newest Model- Gold (Gold)(Renewed)",$160.00,4.5 out of 5 stars,"1,317 global ratings","Network: WiFi Only (not cellular, no SIM Card slot),Screen size: 9.7"",Storage: 32GB"
"Amazon Fire HD 8 tablet, 8” HD Display, 32 GB, 30% faster processor, designed for portable entertainment, (2022 release), Black",$,4.5 out of 5 stars,"5,940 global ratings","Enhanced performance - Updated hexa-core processor for more responsive performance (up to 30% faster than previous gen Fire HD 8).,All day battery life - Up to 13 hours of reading, browsing the web, watching videos, and listening to music at home and on-the-go.,Stream or download your favorite shows and movies from Prime Video, Netflix, Disney+, and HBO. Enjoy your favorite content from Facebook, Hulu, Instagram, TikTok, and more through Amazon’s Appstore (Google Play not supported. Subscription for some apps required).,Fire HD 8 offers 8"" HD display and 2 GB RAM. Choose from 32GB or 64GB (up to 1TB of expandable storage via microSD card). New design is thinner and lighter than previous gen. Screen made with strengthened aluminosilicate glass. As measured in tumble tests, Fire HD 8 is twice as durable as Apple iPad mini (2021).,Stay connected with family and friends - ask Alexa to make video calls to friends and family or download apps like Zoom.,Do more with Alexa - Ask Alexa to listen to music, get news and weather, update shopping lists, and set reminders. Control your smart home, or ask Alexa to make video calls to friends and family with apps like Zoom.,Amazon Kids offers easy-to-use parental controls on Fire tablets. Subscribe to Amazon Kids+ for access to thousands of books, popular apps and games, videos, songs, Audible books, and more."
"PRITOM TAB 10 Tablet 10 inch Android 12 Tabletas 32GB, Quad-Core 1.6Ghz Processor, 6000mAh, 1280 * 800 HD IPS Display WiFi 6, Dual Camera, Bluetooth, Tablet PC(Gray)",$,3.9 out of 5 stars,14 global ratings,"★[1.6GHz ANDROID 12 TABLET ] - PRITOM TAB 10 Tablet comes with the latest Android 12 OS, 32 GB large storage. And this andrid tablets features a stable Quad-Core A133 processor(up to 1.6GHz), to improving page loading, apps launching, and videos opening. And Tab 10 tablet with 32GB makes it easier to stock files, songs, pictures and videos. Great value tablet with low-cost meet your daily use. You can add a TF card if you think 32GB tablet isn't enough ( 512 GB expandble, NOT included).,★[Long-lasting Entertainment] - TAB 10 Tablet built-in 6000mAh battery, allows you to read and watch movies, browse the internet and play games for mixing use up to 10 hours. This android tablet is Google Certified, you can download thousands of apps in the Google Play Store, such as Netflix, Youtube, Skype, TikTok, etc. It is a really good companion for you to watch the Live Stream, movies or read the novels or for studying and working.,★[HD IPS Display with Eye health Mode] - PRITOM TAB 10 tablet adopts a 1280 x 800 HD IPS display. You can enjoy brilliant colors, crisp text, and vivid video viewing when you watch videos or reading on this tablet. Value tablet features sharper image levels and richer colors, and delivers stunning visual experience performance. With an eye health mode, it is an optimized backlighting for a comfortable reading experience. PRITOM tablets has a few more surprises waiting for you to explore.,★[Tablet for Kids & You] - This tablet is in a fashion shape, it is lightweight and easy to carry and use in kitchen countertop, desktop and outside. This tablet has excellent performance, stylish appearance, It is a good choice as a gift for children for Christmas or birthday.,★[12 MONTHS WARRANTY] - PRITOM tablets comes with 12-month quality warranty. PRITOM team provides reliable customer service. Please do not hesitate to get in touch with us in your free time if you have any problem, we will give you on-time tech support and resolve your issue ASAP."
"Apple 2021 10.2-inch iPad (Wi-Fi, 64GB) - Space Gray with AppleCare+ (2 Years)",$338.99,4.9 out of 5 stars,529 global ratings,"Gorgeous 10.2-inch Retina display with True Tone,A13 Bionic chip with Neural Engine,8MP Wide back camera, 12MP Ultra Wide front camera with Center Stage,AppleCare+ for iPad extends your repair coverage and technical support to two years from your AppleCare+ purchase date,It adds coverage for up to two incidents of accidental damage from handling, each subject to a service fee of $49 for iPad and $29 for Apple Pencil, plus applicable tax,Get 24/7 priority access to Apple experts by chat or phone"
Apple IPad Air 2 WI-FI 64GB Space Gray (Renewed),$169.99,4.5 out of 5 stars,"2,555 global ratings","Retina display,A8X chip with 64-bit architecture and M8 motion coprocessor,Fingerprint identity sensor"
"Apple iPad (5thGEneration) Wi-Fi, 128GB - Space Gray (Renewed)",$201.00,4.6 out of 5 stars,"2,862 global ratings","IOS 11 Operating System; A9 Chip with 64-bit architecture and embedded M9 coprocessor,9.7-inch (diagonal) LED-backlit Multi-Touch Retina Display with IPS Technology (2048 x 1536 Resolution at 264 ppi) with Fingerprint-Resistant Oleophobic Coating,8 Megapixel Camera with Autofocus, Backside Illumination and Panorama (up to 43MP),Wi-Fi and Bluetooth 4.2 Technology, FaceTime HD Camera, and Four-Speaker Audio"
"2020 Apple iPad Pro (11-inch, Wi-Fi, 256GB) - Space Gray (Renewed)",$,4.5 out of 5 stars,669 global ratings,"11-Inch Edge-to-Edge Liquid Retina Display with ProMotion, True Tone, and P3 Wide Color,A12Z Bionic Chip with Neural Engine - 802.11AX Wi-Fi 6 - Up to 10 Hours of Battery Life/Charge,12MP Wide Camera, 10MP Ultra Wide Camera, 7MP TrueDepth Front Camera, and LIDAR Scanner,Four Speaker Audio and Five Studio-Quality Microphones - Face ID for Secure Authentication and Apple Pay,USB-C Connector for Charging and Accessories - Support for Magic Keyboard, Smart Keyboard Folio, and Apple Pencil"
"Apple iPad Air 2, 64 GB, Gold, (Renewed)",$157.00,4.2 out of 5 stars,"1,259 global ratings","Apple iOS 8; 9.7-Inch Retina Display; 2048x1536 Resolution,A8X Chip with 64-bit Architecture; M8 Motion Coprocessor,Wi-Fi (802.11a, b, g, n, ac): 16 GB Capacity: 2GB RAM,8 MP iSight Camera; FaceTime HD Camera - Up to 10 Hours of Battery Life"
"SAMSUNG Galaxy Tab A8 10.5” 32GB Android Tablet, LCD Screen, Kids Content, Smart Switch, Long Lasting Battery, US Version, 2022, Silver, Amazon Exclusive",$,4.5 out of 5 stars,"15,503 global ratings","A SCREEN EVERYONE WILL LOVE: Whether your family is streaming or video chatting with friends, the Galaxy Tab A8 tablet brings out the best in every moment on a 10.5"" LCD screen,POWER AND STORAGE FOR ALL: Get the power, storage and speed your family needs with an upgraded chipset and plenty of room to keep files — up to 128GB of storage; A long-lasting battery lets you go unplugged for hours to keep the family fun going,CHARGE FAST, POWER FOR HOURS: Go for hours on a single charge and back to 100% with the fast charging USB C port; Battery life may vary depending on network environment, usage patterns and other factors,GALAXY ECOSYSTEM EXPERIENCE: Open up a new world of convenient possibilities with the Galaxy ecosystem experience — your devices, including your phone, laptop computer, and tablet, all automatically talk to one another seamlessly,YOUR NOTES, ALL IN ONE PLACE: Do more with your notes with Galaxy connectivity that automatically syncs everything from to-do lists to school work, whether you’re on your tablet, phone or watch,KIDS DIGITAL LEARNING: Children can enjoy access to Samsung Kids, a library of safe and fun games, books and videos that are kid friendly and parent approved,EASIEST. TRANSFER. EVER: No matter what operating system you're using, Smart Switch makes it a breeze to move your data and favorite files in three easy steps"
"2020 Apple iPad Air (10.9-inch, Wi-Fi, 64GB) Green (Renewed)",$414.95,4.6 out of 5 stars,234 global ratings,"Stunning 10.9-Inch Liquid Retina Display with True Tone and P3 Wide Color,A14 Bionic Chip with Neural Engine - 802.11AX Wi-Fi 6 - Wide Stereo Audio,12MP Back Camera, 7MP FaceTime HD Front Camera - Up to 10 Hours of Battery Life,Touch ID for Secure Authentication - USB-C Connector for Charging and Accessories,Support for Magic Keyboard, Smart Keyboard Folio, and Apple Pencil (2nd Generation)"
"2020 Apple iPad Pro (12.9-inch, Wi-Fi, 256GB) - Space Gray (Renewed)",$730.81,4.5 out of 5 stars,307 global ratings,"12.9-Inch Edge-to-Edge Liquid Retina Display with ProMotion, True Tone, and P3 Wide Color,A12Z Bionic Chip with Neural Engine - 802.11AX Wi-Fi 6 - Up to 10 Hours of Battery Life/Charge,12MP Wide Camera, 10MP Ultra Wide Camera, 7MP TrueDepth Front Camera, and LIDAR Scanner,Four Speaker Audio and Five Studio-Quality Microphones - Face ID for Secure Authentication and Apple Pay,USB-C Connector for Charging and Accessories - Support for Magic Keyboard, Smart Keyboard Folio, and Apple Pencil"
"2018 Apple iPad (WiFi, 128GB) Space Gray (Renewed)",$229.00,4.6 out of 5 stars,"2,320 global ratings","9.7"" Multi-Touch Retina Display 2048 x 1536 Screen Resolution (264 ppi),Apple A10 Fusion SoC and M10 Coprocessor 4G LTE | 802.11ac Wi-Fi | Bluetooth 4.10,Front 1.2MP FaceTime HD Camera Rear 8MP Camera,Apple Pencil Support Night Shift | Touch ID Sensor"
"Apple iPad Air 2, 16 GB, Space Gray (Renewed)",$134.00,4.3 out of 5 stars,"3,138 global ratings","Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty.,A8X Chip with 64-bit Architecture; M8 Motion Coprocessor,Wi-Fi (802.11a/b/g/n/ac): 16 GB Capacity: 2GB RAM,8 MP iSight Camera; FaceTime HD Camera - Up to 10 Hours of Battery Life. Apple iOS 8; 9.7-Inch Retina Display; 2048x1536 Resolution"
Apple IPad Air 2 WI-FI 64GB Space Gray (Renewed),$169.99,4.5 out of 5 stars,"2,555 global ratings","Retina display,A8X chip with 64-bit architecture and M8 motion coprocessor,Fingerprint identity sensor"
"Apple iPad Air 2 MH2N2LL/A (64GB , Wi-Fi + 4G, Silver) NEWEST VERSION (Renewed)",$174.95,4.4 out of 5 stars,310 global ratings,"Apple iOS 8: 9.7-Inch Retina Display: 2048x1536 Resolution,A8X Chip with 64-bit Architecture: M8 Motion Coprocessor,Wi-Fi (802.11a/b/g/n/ac) + Cellular: 64 GB Capacity,8 MP iSight Camera: FaceTime HD Camera,Up to 10 Hours of Battery Life"
"Apple iPad (10.2-inch, Wi-Fi, 128GB, 8th Generation)- Space Gray (Renewed)",$,4.6 out of 5 stars,"2,454 global ratings","Gorgeous 10.2-Inch Retina Display - A12 Bionic Chip with Neural Engine,8MP Back Camera, 1.2MP FaceTime HD Front Camera - Stereo Speakers,802.11AC Wi-Fi 5 - Lightning Connector for Charging & More Accessories,Up to 10 Hours of Battery Life/Charge - Touch ID Fingerprint Sensor,Support for Smart Keyboard and Apple Pencil (1st Generation)"
"Apple iPad Pro Tablet (128GB, LTE, 9.7in) Gold (Renewed)",$248.00,4.6 out of 5 stars,110 global ratings,"9.7-inch LED-backlit IPS LCD Multi-Touchscreen,22 Megapixel Camera (3264 x 2448 pixels) w/ Autofocus + Front-facing 1.2 Megapixel Camera w/ face detection, HDR, FaceTime over Wi-Fi,Apple A9X 64-bit SoC with M9 Coprocessor"
"2021 Apple iPad 9th Gen (10.2 inch, Wi-Fi + Cellular, 64GB) Space Gray (Renewed)",$307.97,4.7 out of 5 stars,935 global ratings,"Gorgeous 10.2-inch Retina display with True Tone - A13 Bionic chip with Neural Engine,8MP Wide back camera, 12MP Ultra Wide front camera with Center Stage,Up to 256GB storage - Fast 802.11ac Wi-Fi - Up to 10 hours of battery life,Touch ID for secure authentication and Apple Pay - Stereo speakers,Lightning connector for charging and more accessories"
"Apple iPad (5th Generation) WiFi , 128GB, Silver (2017 Model) (Renewed)",$223.00,4.6 out of 5 stars,184 global ratings,"9.7in Multi-Touch Retina Display,2048 x 1536 Screen Resolution (264 ppi),Apple A9 64-bit SoC with M9 Coprocessor,802.11ac Wi-Fi | Bluetooth 4.2"
Apple iPad Air 2 a1567 16GB Space Gray Tablet WiFi + 4G Unlocked GSM/CDMA (Renewed),$144.95,3.9 out of 5 stars,22 global ratings,"Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty.,Powered by Apple A8x processor,8-megapixel primary camera on the rear and a 1.2-megapixel front shooter for selfies.,16GB of internal storage (expandable with iCloud),9.7-inch touchscreen display with a resolution of 2048 pixels by 1536 pixels at a PPI of 264 pixels per inch."
"Apple MGL12LL/A iPad Air 2 Gray 9.7-Inch Retina Display, 16GB, Wi-Fi (Renewed)",$,4.4 out of 5 stars,"1,046 global ratings","Stop straining your eyes and put you phone away. Enjoy your favorite apps and content on the larger 9.7"" touch screen with a brilliant 2048 x 1536 resolution.,Stop straining your eyes and put you phone away. Enjoy your favorite apps and content on the larger 9.7"" touch screen with a brilliant 2048 x 1536 resolution.,Whether you are surfing the web or completing an assignment, this tablet gives you all the power to do so anywhere with its long lasting battery life."
"Apple iPad Pro Tablet (128GB, Wi-Fi, 9.7in) Gray (Renewed)",$269.99,4.5 out of 5 stars,"2,263 global ratings","Dual-Core 2.26 GHz (Twister) Processor, Chipset: Apple A9X; Wi-Fi 802.11 a/b/g/n/ac, Bluetooth: v4.0, A2DP, EDR, USB: v3.0, reversible connector, GPS: with A-GPS, GLONASS ( Wi-Fi ),9.7-inch LED-backlit IPS LCD Multi-Touchscreen Scratch-resistant glass w/ oleophobic coating; iOS 9 (upgradable); Internal Memory: 128GB, 2GB RAM,11 Megapixel Camera (3264 x 2448 pixels) w/ Autofocus + Front-facing 1.2 Megapixel Camera w/ face detection,HDR, FaceTime over Wi-Fi,This Certified Refurbished product has been tested and certified to work and look like new, with minimal to no signs of wear, by a specialized third-party seller approved by Amazon. The product is backed by a minimum 90-day warranty, and may arrive in a generic brown or white box. Accessories may be generic and not directly from the manufacturer.,Dimensions: 9.4 x 6.6 x 0.24 (inches)"
iPad Air 2-16GB - WiFi - Gold (Renewed Premium),$237.46,,,Home/Touch ID sensor. Built-in stereo speakers. Lightning connector. 3.5 mm headphone jack. Dual microphones. On/Off - Sleep/Wake. Volume up/down. Nano-SIM tray (cellular models)
"Apple iPad with Retina Display MD513LL/A (16GB, Wi-Fi, White) 4th Generation (Renewed)",$,3.6 out of 5 stars,82 global ratings,
"2018 Apple iPad (WiFi, 128GB) Space Gray (Renewed)",$229.00,4.6 out of 5 stars,"2,320 global ratings","9.7"" Multi-Touch Retina Display 2048 x 1536 Screen Resolution (264 ppi),Apple A10 Fusion SoC and M10 Coprocessor 4G LTE | 802.11ac Wi-Fi | Bluetooth 4.10,Front 1.2MP FaceTime HD Camera Rear 8MP Camera,Apple Pencil Support Night Shift | Touch ID Sensor"
"2020 Apple iPad Pro (12.9-inch, Wi-Fi, 128GB) - Space Gray (Renewed)",$676.92,4.5 out of 5 stars,320 global ratings,"12.9-Inch Edge-to-Edge Liquid Retina Display with ProMotion, True Tone, and P3 Wide Color,A12Z Bionic Chip with Neural Engine - 802.11AX Wi-Fi 6 - Up to 10 Hours of Battery Life/Charge,12MP Wide Camera, 10MP Ultra Wide Camera, 7MP TrueDepth Front Camera, and LIDAR Scanner,Four Speaker Audio and Five Studio-Quality Microphones - Face ID for Secure Authentication and Apple Pay,USB-C Connector for Charging and Accessories - Support for Magic Keyboard, Smart Keyboard Folio, and Apple Pencil"
"2021 Apple iPad Mini 6 (8.3 inch, Wi-Fi, 64GB) Space Gray (Renewed)",$419.00,4.5 out of 5 stars,529 global ratings,"Gorgeous 8.3-inch Liquid Retina display with True Tone - A15 Bionic chip with Neural Engine,12MP Wide back camera, 12MP Ultra Wide front camera with Center Stage,Stay connected with ultrafast Wi-Fi 6 - Up to 256GB storage - Comes in 4 colors,Up to 10 hours of battery life - Touch ID for secure authentication and Apple Pay,USB-C connector for charging and accessories - Supports Apple Pencil (2nd generation)"
"Apple iPad Pro 10.5in (2017) 256GB, Wi-Fi - Space Gray (Renewed)",$419.99,4.4 out of 5 stars,267 global ratings,"Apple iOS 11 Operating System; A10X Fusion Chip with 64-bit architecture Embedded M10 Coprocessor,10.5-inch (diagonal) LED-backlit Multi-Touch Retina Display (2224 x 1668 resolution at 264 ppi),12 Megapixel iSight Camera with Quad-LED True Tone Flash and Panorama (up to 63MP)"
Apple iPad mini with Retina Display 16GB WiFi Cellular 7.9-Inch - Space Gray (Renewed),$139.99,3.1 out of 5 stars,19 global ratings,
Apple iPad Air 4-64GB - WiFi + Cellular - Space Gray (Renewed Premium),$615.09,,,Speakers. Top button/Touch ID sensor. Microphones. Volume up/down. Camera. Magnetic connector. Nano-SIM tray (cellular models). Smart Connector. USB-C connector
"Early 2022 Apple iPad Air (10.9-inch, Wi-Fi, 256GB) Blue (Renewed)",$599.95,4.0 out of 5 stars,20 global ratings,"Stunning 10.9-Inch Liquid Retina Display with True Tone and P3 Wide Color,Apple M1 Chip with Neural Engine - 802.11AX Wi-Fi 6 - Stereo Landscape Audio,12MP Wide Camera, 12MP Ultra Wide Front Camera - Up to 10 Hours of Battery Life,Touch ID for Secure Authentication - USB-C Connector for Charging and Accessories,Support for Magic Keyboard, Smart Keyboard Folio, and Apple Pencil (2nd Generation),Included components: 10.9-inch iPad Air"
"2021 Apple 11-inch iPad Pro (Wi-Fi + Cellular, 2TB) - Space Gray (Renewed)",$,,,"Apple M1 chip for next-level performance - Go further with all-day battery life,Stunning 11-inch Liquid Retina display with ProMotion, True Tone, and P3 wide color,TrueDepth camera system featuring Ultra Wide front camera with Center Stage,12MP Wide camera, 10MP Ultra Wide camera, and LiDAR Scanner for immersive AR,Stay connected with ultrafast Wi-Fi - Face ID for secure authentication and Apple Pay"
"7 inch Tablet, Android 11, 2GB RAM 32GB ROM, Quad-Core Processor, Dual Camera, WiFi, Bluetooth, 128GB Expand, Google Play GMS Certified",$,3.5 out of 5 stars,157 global ratings,"【Android 11, 2GB RAM+32GB ROM】 7 inch tablet use the latest Android 11.0 OS, 2GB RAM+32GB ROM, Can be expanded up to 512GB via TF card, ensures you have an ultra-smooth gaming and speedy multimedia using experience, delivering quick app launches,【Google GMS Certified】 The android tablet has passed the GMS certification and Pre-installed Google Play, You have full access to the latest Google service, such as Google Play, WhatsApp, G-mail, Skype, Disney+, Netflix, Twitter, YouTube, Tiktok, Google Assistant and more brilliant apps,【3000mAh Ultra-large battery】This 7 inch Android Tablet equipped with 3000 mAh battery with a 1024 x 600 brilliant HD IPS display, can provides more than 6 hours of mixed-use, It's ready for daily life as well as travel,【Dual Camera & Bluetooth 4.2】Tablet with dual camera, Flash Light, Support Bluetooth, WIFI, 32GB Storage, 1080P Videos. Meets Reading, Photograph, videos, Music, etc. Suitable for Most Life Scenarios,【Good Gift and Service Guarantee】 This is a good gift for friends, and for your own daily leisure.it also a tablet for kids to learn and tablet for seniors easy to use. If you have any questions, please feel free to contact us"
"Apple iPad 9.7in 6th Generation WiFi + Cellular (128GB, Space Gray) (Renewed)",$229.00,4.5 out of 5 stars,440 global ratings,"9.7"" Multi-Touch Retina Display 2048 x 1536 Screen Resolution (264 ppi),Apple A10 Fusion SoC and M10 Coprocessor 4G LTE | 802.11ac Wi-Fi | Bluetooth 4.14,Front 1.2MP FaceTime HD Camera Rear 8MP Camera,Apple Pencil Support Night Shift | Touch ID Sensor"
